SeqID,True_Classification,Protax_Classification,Protax_Probability,Accuracy
SH2605868.08FU_UDB0690227_reps,Glomerales,NA,0,0
SH1189647.08FU_FJ009599_reps,Glomerales,Glomerales,0.988,1
SH1177691.08FU_KF836905_reps,Glomerales,Glomerales,0.72,1
SH1189642.08FU_FM992398_refs,Glomerales,Glomerales,0.72,1
SH1177684.08FU_JF276270_reps,Glomerales,Glomerales,0.72,1
SH1189667.08FU_FJ362312_reps,Glomerales,Glomerales,0.99,1
SH1215350.08FU_UDB0624008_reps,Glomerales,Glomerales,0.98,1
SH1174409.08FU_UDB043638_reps,Glomerales,Glomerales,0.67,1
SH1182675.08FU_UDB0637355_reps,Glomerales,Glomerales,0.665,1
SH1236622.08FU_UDB0116161_reps,Glomerales,Glomerales,0.696,1
SH1189091.08FU_UDB014851_reps,Glomerales,Glomerales,0.444,1
SH2606263.08FU_UDB0129581_reps,Glomerales,Glomerales,0.175,1
SH1236194.08FU_JN195714_reps,Glomerales,Glomerales,0.72,1
SH1149745.08FU_AM942467_reps,Glomerales,Glomerales,0.72,1
SH1169286.08FU_AJ517454_refs,Glomerales,Glomerales,0.72,1
SH1189108.08FU_KP756580_reps,Diversisporales,NA,0,0
SH1175364.08FU_KJ701501_reps,Diversisporales,NA,0,0
SH1182292.08FU_JX096626_reps,Diversisporales,Diversisporales,0.983,1
SH1182289.08FU_KJ850199_reps,Diversisporales,Diversisporales,0.709,1
SH2588225.08FU_AM420380_reps,Diversisporales,NA,0,0
SH1143302.08FU_KP756451_reps,Diversisporales,NA,0,0
SH1182290.08FU_AM076637_reps,Diversisporales,Diversisporales,0.963,1
SH1181704.08FU_AJ872009_reps,Diversisporales,Diversisporales,0.593,1
SH1175162.08FU_KF206483_reps,Diversisporales,NA,0,0
SH2589668.08FU_KM057070_reps,Diversisporales,Diversisporales,0.593,1
SH1182276.08FU_KJ850182_reps,Diversisporales,Diversisporales,0.986,1
SH1182291.08FU_FJ008612_reps,Diversisporales,Diversisporales,0.982,1
SH2588202.08FU_AJ891107_reps,Diversisporales,NA,0,0
SH1237461.08FU_FR750063_refs,Diversisporales,Diversisporales,0.593,1
SH1157220.08FU_FN547519_refs,Diversisporales,NA,0,0
SH1175165.08FU_KF206472_reps,Diversisporales,NA,0,0
SH2589666.08FU_KM057075_reps,Diversisporales,NA,0,0
SH1184220.08FU_MK036786_reps,Diversisporales,Diversisporales,0.982,1
SH1175371.08FU_KY362431_reps,Diversisporales,Diversisporales,0.593,1
SH3568262.08FU_MT985516_reps,Diversisporales,Diversisporales,0.977,1
SH1175377.08FU_HG969370_reps,Diversisporales,Diversisporales,0.593,1
SH1177935.08FU_KX355819_reps,Diversisporales,Diversisporales,0.659,1
SH1142451.08FU_FR750142_refs,Gigasporales,NA,0,0
SH1142445.08FU_FM876836_refs,Gigasporales,Gigasporales,0.887,1
SH1171695.08FU_KP756511_reps,Gigasporales,Gigasporales,0.884,1
SH1142452.08FU_KP756515_reps,Gigasporales,Gigasporales,0.758,1
SH1171689.08FU_HF968865_reps,Gigasporales,Gigasporales,0.883,1
SH2588255.08FU_AJ313172_reps,Gigasporales,NA,0,0
SH1171696.08FU_JF276259_reps,Gigasporales,Gigasporales,0.879,1
SH1155419.08FU_HF970280_reps,Archaeosporales,Archaeosporales,0.571,1
SH2605255.08FU_UDB0103499_reps,Archaeosporales,NA,0,0
SH1151681.08FU_UDB0345008_reps,Archaeosporales,Archaeosporales,0.377,1
SH1169422.08FU_MF590019_reps,Archaeosporales,Archaeosporales,0.434,1
SH1168462.08FU_MH982516_reps,Archaeosporales,Archaeosporales,0.66,1
SH1168443.08FU_MN735718_reps,Archaeosporales,Archaeosporales,0.773,1
SH1174070.08FU_UDB072380_reps,Archaeosporales,Archaeosporales,0.893,1
SH1185130.08FU_HE775354_reps,Archaeosporales,Archaeosporales,0.549,1
SH2595387.08FU_UDB0210251_reps,Archaeosporales,Archaeosporales,0.358,1
SH1174072.08FU_KY114656_reps,Archaeosporales,Archaeosporales,0.848,1
SH1153877.08FU_AY236279_reps,Archaeosporales,Archaeosporales,0.619,1
SH1168423.08FU_AM420385_refs,Archaeosporales,Archaeosporales,0.0618,1
SH1168424.08FU_JN581956_refs,Archaeosporales,Archaeosporales,0.755,1
SH1238428.08FU_KF849630_reps,Paraglomerales,Glomerales,0.57,0
SH3567364.08FU_MT765476_reps,Paraglomerales,NA,0,0
SH1148318.08FU_HM215636_reps,Paraglomerales,NA,0,0
SH3567343.08FU_MT765513_reps,Paraglomerales,NA,0,0
SH3567330.08FU_MT765587_reps,Paraglomerales,NA,0,0
SH1141073.08FU_KX444267_reps,Thelephorales,Thelephorales,0.869,1
SH1140975.08FU_LC035298_reps,Thelephorales,Thelephorales,0.834,1
SH1143645.08FU_UDB016050_refs,Thelephorales,Thelephorales,0.745,1
SH1159648.08FU_UDB0374486_reps,Thelephorales,Thelephorales,0.9,1
SH1159663.08FU_UDB074678_reps,Thelephorales,Thelephorales,0.887,1
SH2611959.08FU_UDB0407219_reps,Thelephorales,Thelephorales,0.739,1
SH1141011.08FU_KY686257_reps,Thelephorales,Thelephorales,0.774,1
SH1186689.08FU_KM402915_reps,Thelephorales,Thelephorales,0.589,1
SH2604240.08FU_UDB0369155_reps,Thelephorales,Thelephorales,0.042,1
SH1159589.08FU_KM595011_reps,Thelephorales,Thelephorales,0.838,1
SH1159599.08FU_JX630846_reps,Thelephorales,Thelephorales,0.881,1
SH1159588.08FU_UDB007870_reps,Thelephorales,Thelephorales,0.626,1
SH1159539.08FU_UDB016666_reps,Thelephorales,Thelephorales,0.756,1
SH1159420.08FU_UDB012443_reps,Thelephorales,Thelephorales,0.928,1
SH1141154.08FU_MK310077_reps,Thelephorales,Thelephorales,0.874,1
SH1141091.08FU_FJ378799_reps,Thelephorales,Thelephorales,0.808,1
SH1141133.08FU_UDB0154579_reps,Thelephorales,Thelephorales,0.862,1
SH1244119.08FU_EU597060_reps,Thelephorales,Thelephorales,0.601,1
SH1140506.08FU_HQ336704_reps,Thelephorales,Thelephorales,0.893,1
SH1159422.08FU_UDB0164402_reps,Thelephorales,Thelephorales,0.864,1
SH2598276.08FU_UDB0762096_reps,Thelephorales,Thelephorales,0.868,1
SH2603398.08FU_UDB0147425_reps,Thelephorales,Thelephorales,0.825,1
SH1212485.08FU_UDB016786_reps,Thelephorales,Thelephorales,0.795,1
SH2606939.08FU_UDB0154064_reps,Thelephorales,Thelephorales,0.648,1
SH1159745.08FU_UDB0724815_reps,Thelephorales,Thelephorales,0.864,1
SH1159494.08FU_UDB002766_reps,Thelephorales,Thelephorales,0.665,1
SH1140537.08FU_UDB000243_refs,Thelephorales,Thelephorales,0.942,1
SH1159591.08FU_KR149776_reps,Thelephorales,Thelephorales,0.819,1
SH1140570.08FU_KT198743_reps,Thelephorales,Thelephorales,0.673,1
SH1159482.08FU_UDB0369169_reps,Thelephorales,Thelephorales,0.918,1
SH1234283.08FU_UDB0349238_reps,Thelephorales,Thelephorales,0.849,1
SH1212482.08FU_UDB004752_reps,Thelephorales,Thelephorales,0.715,1
SH1140699.08FU_UDB0360294_reps,Thelephorales,Thelephorales,0.946,1
SH1237731.08FU_UDB004263_reps,Thelephorales,Thelephorales,0.63,1
SH1140715.08FU_AM113449_reps,Thelephorales,Thelephorales,0.676,1
SH1140814.08FU_UDB004259_reps,Thelephorales,Thelephorales,0.829,1
SH1140787.08FU_UDB007871_reps,Thelephorales,Thelephorales,0.688,1
SH1140790.08FU_U83466_reps,Thelephorales,Thelephorales,0.888,1
SH1140764.08FU_UDB025959_reps,Thelephorales,Thelephorales,0.877,1
SH1140953.08FU_UDB078497_reps,Thelephorales,Thelephorales,0.823,1
SH1141188.08FU_GU184077_reps,Thelephorales,Thelephorales,0.847,1
SH1152198.08FU_KU141187_reps,Thelephorales,Thelephorales,0.862,1
SH1140963.08FU_UDB0758023_reps,Thelephorales,Thelephorales,0.573,1
SH1169180.08FU_MH211749_reps,Thelephorales,Thelephorales,0.0468,1
SH2609841.08FU_UDB0536539_reps,Thelephorales,Thelephorales,0.82,1
SH1212495.08FU_GQ268669_reps,Thelephorales,Thelephorales,0.643,1
SH1212510.08FU_UDB0357285_reps,Thelephorales,Thelephorales,0.862,1
SH1140825.08FU_UDB008388_reps,Thelephorales,Thelephorales,0.688,1
SH1140829.08FU_UDB004261_reps,Thelephorales,Thelephorales,0.843,1
SH1140501.08FU_JX548272_reps,Thelephorales,Thelephorales,0.654,1
SH1140634.08FU_UDB0451285_reps,Thelephorales,Thelephorales,0.864,1
SH1140483.08FU_KF514744_reps,Thelephorales,Thelephorales,0.897,1
SH1140583.08FU_UDB0759337_reps,Thelephorales,Thelephorales,0.734,1
SH1140782.08FU_UDB0349804_reps,Thelephorales,Thelephorales,0.0215,1
SH1140851.08FU_AB873193_reps,Thelephorales,Thelephorales,0.802,1
SH1141130.08FU_UDB0216456_reps,Thelephorales,Thelephorales,0.775,1
SH1159547.08FU_KY686234_reps,Thelephorales,Thelephorales,0.892,1
SH1159596.08FU_UDB078368_reps,Thelephorales,Thelephorales,0.889,1
SH1140643.08FU_EU525996_refs,Thelephorales,Thelephorales,0.88,1
SH1140852.08FU_KT800217_reps,Thelephorales,Thelephorales,0.819,1
SH1140780.08FU_MN549503_reps,Thelephorales,Thelephorales,0.864,1
SH1145898.08FU_UDB031754_reps,Thelephorales,Thelephorales,0.0468,1
SH1140586.08FU_EF635797_reps,Thelephorales,Thelephorales,0.818,1
SH1140458.08FU_UDB000212_refs,Thelephorales,Thelephorales,0.927,1
SH1140449.08FU_UDB000219_refs,Thelephorales,Thelephorales,0.951,1
SH1140678.08FU_KF476861_reps,Thelephorales,Thelephorales,0.898,1
SH1140673.08FU_JX630836_reps,Thelephorales,Thelephorales,0.787,1
SH1159559.08FU_KX899623_reps,Thelephorales,Thelephorales,0.699,1
SH1159565.08FU_EU625823_reps,Thelephorales,Thelephorales,0.866,1
SH1140768.08FU_HE814100_reps,Thelephorales,Thelephorales,0.809,1
SH1159714.08FU_UDB016696_reps,Thelephorales,Thelephorales,0.715,1
SH1140857.08FU_KT032088_refs,Thelephorales,Thelephorales,0.821,1
SH1140781.08FU_FJ197000_reps,Thelephorales,Thelephorales,0.857,1
SH1159545.08FU_UDB0282848_reps,Thelephorales,Thelephorales,0.772,1
SH1140517.08FU_UDB0544647_reps,Thelephorales,Thelephorales,0.734,1
SH1140730.08FU_KF041366_reps,Thelephorales,Thelephorales,0.779,1
SH1140962.08FU_KM594999_reps,Thelephorales,Thelephorales,0.768,1
SH1159508.08FU_UDB016181_reps,Thelephorales,Thelephorales,0.783,1
SH1233050.08FU_UDB0642822_reps,Thelephorales,Thelephorales,0.713,1
SH1140452.08FU_UDB0180095_reps,Thelephorales,Thelephorales,0.946,1
SH1140897.08FU_UDB004834_reps,Thelephorales,Thelephorales,0.803,1
SH1190449.08FU_UDB018541_reps,Thelephorales,Thelephorales,0.682,1
SH1141124.08FU_KT581941_reps,Thelephorales,Thelephorales,0.873,1
SH1171249.08FU_HQ650766_refs,Thelephorales,Thelephorales,0.0468,1
SH1159519.08FU_DQ848612_refs,Thelephorales,Thelephorales,0.846,1
SH1140448.08FU_UDB016192_refs,Thelephorales,Thelephorales,0.906,1
SH1159469.08FU_UDB0272825_reps,Thelephorales,Thelephorales,0.939,1
SH1159446.08FU_UDB013302_reps,Thelephorales,Thelephorales,0.677,1
SH1159478.08FU_UDB0188665_reps,Thelephorales,Thelephorales,0.939,1
SH1233038.08FU_EF538424_refs,Thelephorales,Thelephorales,0.0432,1
SH1140627.08FU_KP754116_reps,Thelephorales,Thelephorales,0.812,1
SH1140610.08FU_DQ377424_reps,Thelephorales,Thelephorales,0.838,1
SH1140767.08FU_GQ900540_reps,Thelephorales,Thelephorales,0.569,1
SH1140794.08FU_FR852156_reps,Thelephorales,Thelephorales,0.868,1
SH1140818.08FU_LC367945_reps,Thelephorales,Thelephorales,0.898,1
SH1156971.08FU_UDB004563_reps,Thelephorales,Thelephorales,0.549,1
SH1159729.08FU_LC367917_reps,Thelephorales,Thelephorales,0.886,1
SH1236695.08FU_EU292264_reps,Thelephorales,Thelephorales,0.472,1
SH1237733.08FU_JX548233_reps,Thelephorales,Thelephorales,0.0432,1
SH1183170.08FU_UDB015313_refs,Thelephorales,Thelephorales,0.496,1
SH1159544.08FU_UDB008184_reps,Thelephorales,Thelephorales,0.325,1
SH1140640.08FU_MT024034_reps,Thelephorales,Thelephorales,0.625,1
SH2605938.08FU_UDB0120877_reps,Thelephorales,Thelephorales,0.808,1
SH1185288.08FU_UDB012458_reps,Thelephorales,Thelephorales,0.816,1
SH1184823.08FU_MK290720_refs,Thelephorales,Thelephorales,0.596,1
SH1159568.08FU_UDB002747_reps,Thelephorales,Thelephorales,0.853,1
SH1212898.08FU_UDB018552_refs,Thelephorales,Thelephorales,0.0432,1
SH1242311.08FU_MK049937_reps,Thelephorales,Thelephorales,0.0439,1
SH1140589.08FU_MW027943_reps,Thelephorales,Thelephorales,0.868,1
SH1159675.08FU_UDB0765186_reps,Thelephorales,Thelephorales,0.0419,1
SH1159435.08FU_UDB0242132_reps,Thelephorales,Thelephorales,0.925,1
SH1140810.08FU_UDB0342048_reps,Thelephorales,Thelephorales,0.858,1
SH1190453.08FU_JX548271_reps,Thelephorales,Thelephorales,0.736,1
SH2603919.08FU_UDB0212894_reps,Thelephorales,Thelephorales,0.681,1
SH1140547.08FU_LC175683_reps,Thelephorales,Thelephorales,0.894,1
SH1159442.08FU_UDB0762475_reps,Thelephorales,Thelephorales,0.845,1
SH1140905.08FU_LC368016_reps,Thelephorales,Thelephorales,0.877,1
SH1159540.08FU_AB922990_reps,Thelephorales,Thelephorales,0.841,1
SH1140587.08FU_KC791133_reps,Thelephorales,Thelephorales,0.841,1
SH1159498.08FU_EF507254_refs,Thelephorales,Thelephorales,0.677,1
SH1140797.08FU_HE820663_reps,Thelephorales,Thelephorales,0.8,1
SH1159541.08FU_KU847425_refs,Thelephorales,Thelephorales,0.698,1
SH1159458.08FU_UDB0413942_reps,Thelephorales,Thelephorales,0.93,1
SH1140700.08FU_UDB0757590_reps,Thelephorales,Thelephorales,0.0414,1
SH1141183.08FU_AB218188_reps,Thelephorales,Thelephorales,0.881,1
SH1140560.08FU_U83483_refs,Thelephorales,Thelephorales,0.944,1
SH1140981.08FU_UDB0294570_reps,Thelephorales,Thelephorales,0.911,1
SH1159492.08FU_MF693840_reps,Thelephorales,Thelephorales,0.901,1
SH1140648.08FU_HQ445207_reps,Thelephorales,Thelephorales,0.906,1
SH1140723.08FU_UDB004255_reps,Thelephorales,Thelephorales,0.578,1
SH1140712.08FU_HQ215832_reps,Thelephorales,Thelephorales,0.743,1
SH1233037.08FU_KU550128_reps,Thelephorales,Thelephorales,0.889,1
SH1150716.08FU_KC571737_reps,Thelephorales,Thelephorales,0.0468,1
SH1140796.08FU_UDB076277_reps,Thelephorales,Thelephorales,0.944,1
SH1140559.08FU_UDB0354278_reps,Thelephorales,Thelephorales,0.863,1
SH2592757.08FU_LC367930_reps,Thelephorales,Thelephorales,0.851,1
SH1140492.08FU_AY751562_refs,Thelephorales,Thelephorales,0.895,1
SH1140613.08FU_UDB0454917_reps,Thelephorales,Thelephorales,0.942,1
SH1159484.08FU_DQ273407_reps,Thelephorales,Thelephorales,0.859,1
SH1159577.08FU_KM576653_reps,Thelephorales,Thelephorales,0.878,1
SH1140798.08FU_EF411126_reps,Thelephorales,Thelephorales,0.83,1
SH3565406.08FU_MK049931_reps,Thelephorales,NA,0,0
SH1159662.08FU_UDB003319_reps,Thelephorales,Thelephorales,0.795,1
SH1159449.08FU_UDB0228203_reps,Thelephorales,Thelephorales,0.887,1
SH1140645.08FU_GU220644_reps,Thelephorales,Thelephorales,0.898,1
SH1159487.08FU_AB982062_reps,Thelephorales,Thelephorales,0.762,1
SH1239108.08FU_UDB027334_reps,Thelephorales,Thelephorales,0.0432,1
SH1159444.08FU_UDB0238147_reps,Thelephorales,Thelephorales,0.911,1
SH1140604.08FU_UDB017783_refs,Thelephorales,Thelephorales,0.769,1
SH1140824.08FU_UDB004276_reps,Thelephorales,Thelephorales,0.605,1
SH1140759.08FU_JX434658_reps,Thelephorales,Thelephorales,0.8,1
SH1159512.08FU_AM087283_reps,Thelephorales,Thelephorales,0.837,1
SH1159445.08FU_UDB088713_reps,Thelephorales,Thelephorales,0.908,1
SH1159538.08FU_UDB0286586_reps,Thelephorales,Thelephorales,0.879,1
SH1239110.08FU_EF411112_refs,Thelephorales,Thelephorales,0.0432,1
SH1140693.08FU_AM113444_reps,Thelephorales,Thelephorales,0.707,1
SH1140891.08FU_UDB082088_reps,Thelephorales,Thelephorales,0.891,1
SH1140549.08FU_HQ204732_refs,Thelephorales,Thelephorales,0.864,1
SH1140734.08FU_UDB0766810_reps,Thelephorales,Thelephorales,0.0432,1
SH1159578.08FU_KT289944_reps,Thelephorales,Thelephorales,0.697,1
SH1140578.08FU_UDB016680_reps,Thelephorales,Thelephorales,0.819,1
SH1140591.08FU_DQ974771_refs,Thelephorales,Thelephorales,0.884,1
SH1140569.08FU_UDB0765092_reps,Thelephorales,Thelephorales,0.0408,1
SH2602337.08FU_UDB0215338_reps,Thelephorales,Thelephorales,0.829,1
SH1140834.08FU_KM247759_reps,Thelephorales,Thelephorales,0.81,1
SH1141076.08FU_JF748087_reps,Thelephorales,Thelephorales,0.797,1
SH1159436.08FU_UDB024536_refs,Thelephorales,Thelephorales,0.84,1
SH1140751.08FU_HE814095_reps,Thelephorales,Thelephorales,0.752,1
SH1212516.08FU_UDB0756769_reps,Thelephorales,Thelephorales,0.467,1
SH1140545.08FU_EU625829_refs,Thelephorales,Thelephorales,0.8,1
SH1140792.08FU_AB848638_reps,Thelephorales,Thelephorales,0.862,1
SH1212521.08FU_UDB0767616_reps,Thelephorales,Thelephorales,0.676,1
SH1156976.08FU_LC367913_reps,Thelephorales,Thelephorales,0.749,1
SH1159602.08FU_KP754073_reps,Thelephorales,Thelephorales,0.526,1
SH1159659.08FU_UDB004829_reps,Thelephorales,Thelephorales,0.699,1
SH1140632.08FU_UDB016713_refs,Thelephorales,Thelephorales,0.783,1
SH1213122.08FU_UDB000285_refs,Thelephorales,Thelephorales,0.0432,1
SH1140598.08FU_UDB016793_reps,Thelephorales,Thelephorales,0.778,1
SH1140623.08FU_UDB003303_refs,Thelephorales,Thelephorales,0.89,1
SH1150718.08FU_MF153002_reps,Thelephorales,Thelephorales,0.361,1
SH2602686.08FU_UDB064597_reps,Thelephorales,NA,0,0
SH1140664.08FU_AF461568_reps,Thelephorales,Thelephorales,0.673,1
SH1159473.08FU_KP754108_reps,Thelephorales,Thelephorales,0.724,1
SH1159454.08FU_UDB003327_refs,Thelephorales,Thelephorales,0.941,1
SH1159601.08FU_MT366776_reps,Thelephorales,Thelephorales,0.816,1
SH1159708.08FU_UDB016663_reps,Thelephorales,Thelephorales,0.732,1
SH1148776.08FU_KY354755_reps,Gomphales,Gomphales,0.148,1
SH1169028.08FU_KU870448_refs,Gomphales,Gomphales,0.0649,1
SH1148719.08FU_MK909905_reps,Gomphales,Gomphales,0.321,1
SH1156830.08FU_KP658143_reps,Gomphales,Gomphales,0.0835,1
SH1148723.08FU_UDB0691004_reps,Gomphales,Gomphales,0.25,1
SH1169665.08FU_MH216039_reps,Gomphales,Gomphales,0.0835,1
SH1228402.08FU_KX574485_reps,Gomphales,Gomphales,0.154,1
SH1187112.08FU_UDB0220098_reps,Gomphales,Gomphales,0.0761,1
SH1169667.08FU_JX310411_reps,Gomphales,Gomphales,0.146,1
SH1152057.08FU_KY986439_reps,Gomphales,Gomphales,0.0835,1
SH3565667.08FU_MK253201_reps,Gomphales,NA,0,0
SH1213079.08FU_UDB0778360_reps,Gomphales,Gomphales,0.0649,1
SH1175537.08FU_JF960805_reps,Gomphales,Gomphales,0.0835,1
SH2608854.08FU_UDB0208839_reps,Gomphales,NA,0,0
SH1184692.08FU_JX310400_reps,Gomphales,Gomphales,0.0835,1
SH1235769.08FU_JX310415_reps,Gomphales,Gomphales,0.0835,1
SH1191812.08FU_KY626136_reps,Gomphales,Gomphales,0.0835,1
SH1169027.08FU_AJ292289_reps,Gomphales,Gomphales,0.0796,1
SH1180016.08FU_KY626140_refs,Gomphales,Gomphales,0.0835,1
SH1169669.08FU_DQ365614_reps,Gomphales,Gomphales,0.138,1
SH1242523.08FU_UDB0317682_reps,Gomphales,Gomphales,0.08,1
SH1169674.08FU_KX574481_reps,Gomphales,Gomphales,0.0835,1
SH1184693.08FU_EU644709_reps,Gomphales,Gomphales,0.0797,1
SH1182337.08FU_EU834202_reps,Gomphales,Gomphales,0.0835,1
SH1232624.08FU_KP658134_reps,Gomphales,Gomphales,0.0835,1
SH1232625.08FU_UDB024043_reps,Gomphales,Gomphales,0.0835,1
SH2593485.08FU_MK169351_reps,Gomphales,Gomphales,0.406,1
SH1228405.08FU_UDB033497_reps,Gomphales,Gomphales,0.0835,1
SH1189613.08FU_AJ408379_reps,Gomphales,Gomphales,0.0835,1
SH1148073.08FU_UDB066165_reps,Hygrophoraceae,Hygrophoraceae,0.656,1
SH1160014.08FU_HM240529_refs,Hygrophoraceae,Hygrophoraceae,0.0907,1
SH1189494.08FU_UDB039659_reps,Hygrophoraceae,Hygrophoraceae,0.0907,1
SH1181073.08FU_FJ596917_reps,Hygrophoraceae,Hygrophoraceae,0.0907,1
SH3223121.08FU_MG685874_reps,Hygrophoraceae,Hygrophoraceae,0.0907,1
SH1183546.08FU_KJ780675_reps,Hygrophoraceae,Hygrophoraceae,0.838,1
SH1184648.08FU_EU523560_refs,Hygrophoraceae,Hygrophoraceae,0.0907,1
SH1175414.08FU_KJ780520_reps,Hygrophoraceae,Hygrophoraceae,0.894,1
SH1175421.08FU_KX772442_reps,Hygrophoraceae,Hygrophoraceae,0.836,1
SH1175402.08FU_KX772721_reps,Hygrophoraceae,Hygrophoraceae,0.872,1
SH1244745.08FU_LC175568_reps,Hygrophoraceae,Hygrophoraceae,0.0893,1
SH1190381.08FU_KY861450_reps,Hygrophoraceae,Hygrophoraceae,0.544,1
SH1217428.08FU_DQ420703_reps,Hygrophoraceae,Hygrophoraceae,0.0907,1
