SeqID,True_Classification,Protax_Classification,Protax_Probability,Accuracy
SH1182654.08FU_GQ388525_reps,Glomerales,Glomerales,0.72,1
SH1189633.08FU_FM865613_refs,Glomerales,Glomerales,0.994,1
SH1189573.08FU_FN423697_refs,Glomerales,Glomerales,0.745,1
SH1169233.08FU_UDB0622194_reps,Glomerales,Glomerales,0.962,1
SH1189658.08FU_FM865604_refs,Glomerales,Glomerales,0.964,1
SH2609427.08FU_MT765683_reps,Glomerales,Glomerales,0.363,1
SH1186218.08FU_HQ857198_reps,Glomerales,Glomerales,0.72,1
SH1186216.08FU_MF542276_reps,Glomerales,Glomerales,0.72,1
SH2588224.08FU_AM495139_reps,Glomerales,Glomerales,0.72,1
SH1192146.08FU_JN194497_reps,Glomerales,Glomerales,0.72,1
SH1175750.08FU_KJ484726_reps,Glomerales,Glomerales,0.98,1
SH1153835.08FU_AM495198_reps,Glomerales,Glomerales,0.83,1
SH1189636.08FU_GQ205065_refs,Glomerales,Glomerales,0.988,1
SH2592280.08FU_LC379038_reps,Glomerales,Glomerales,0.72,1
SH1172210.08FU_JN195677_reps,Glomerales,Glomerales,0.861,1
SH2592279.08FU_LC379047_reps,Glomerales,Glomerales,0.72,1
SH1189681.08FU_FJ362314_reps,Glomerales,Glomerales,0.985,1
SH1189666.08FU_HE817875_reps,Glomerales,Glomerales,0.99,1
SH1189680.08FU_KF836937_reps,Glomerales,Glomerales,0.985,1
SH2609850.08FU_UDB0748366_reps,Glomerales,NA,0.0,0
SH1182299.08FU_AY236283_reps,Glomerales,Glomerales,0.715,1
SH2603851.08FU_UDB0517941_reps,Glomerales,Glomerales,0.163,1
SH2606765.08FU_UDB0248922_reps,Glomerales,Glomerales,0.68,1
SH1215360.08FU_JN195684_reps,Glomerales,Glomerales,0.977,1
SH1142503.08FU_KC182038_reps,Glomerales,Glomerales,0.72,1
SH1189664.08FU_FJ008663_reps,Glomerales,Glomerales,0.72,1
SH1168486.08FU_AM384919_reps,Glomerales,Glomerales,0.72,1
SH1182358.08FU_KC965737_reps,Glomerales,Glomerales,0.72,1
SH1174393.08FU_FJ008629_reps,Glomerales,Glomerales,0.945,1
SH2591562.08FU_MK348933_reps,Glomerales,Glomerales,0.72,1
SH1192148.08FU_HG969372_reps,Glomerales,Glomerales,0.72,1
SH1177355.08FU_MN735732_reps,Glomerales,Glomerales,0.72,1
SH1153931.08FU_UDB0359405_reps,Glomerales,Glomerales,0.625,1
SH1177689.08FU_JF276274_reps,Glomerales,Glomerales,0.72,1
SH1182579.08FU_GQ388521_reps,Glomerales,Glomerales,0.98,1
SH3567321.08FU_MT765474_reps,Glomerales,Glomerales,0.407,1
SH3567535.08FU_MK875629_reps,Glomerales,NA,0.0,0
SH1189507.08FU_KP191478_reps,Glomerales,NA,0.0,0
SH1153909.08FU_KF060299_reps,Glomerales,Glomerales,0.942,1
SH1153834.08FU_AJ972465_refs,Glomerales,NA,0.0,0
SH1238858.08FU_KY114641_reps,Glomerales,Glomerales,0.973,1
SH1182641.08FU_KX758120_reps,Glomerales,Glomerales,0.72,1
SH2603830.08FU_UDB0521439_reps,Glomerales,Glomerales,0.551,1
SH1189663.08FU_HM162340_reps,Glomerales,Glomerales,0.993,1
SH1142502.08FU_EF393610_reps,Glomerales,Glomerales,0.72,1
SH1189091.08FU_UDB014851_reps,Glomerales,Glomerales,0.444,1
SH1142541.08FU_JN195695_reps,Glomerales,Glomerales,0.958,1
SH1175364.08FU_KJ701501_reps,Diversisporales,NA,0.0,0
SH1236571.08FU_AM418548_reps,Diversisporales,Diversisporales,0.713,1
SH1175170.08FU_KP756417_reps,Diversisporales,Diversisporales,0.593,1
SH1181703.08FU_HE858431_reps,Diversisporales,Diversisporales,0.593,1
SH1182291.08FU_FJ008612_reps,Diversisporales,Diversisporales,0.982,1
SH1182285.08FU_MG459211_reps,Diversisporales,Diversisporales,0.713,1
SH1143107.08FU_KX345939_reps,Diversisporales,NA,0.0,0
SH1189092.08FU_AJ891113_reps,Diversisporales,Diversisporales,0.859,1
SH3567350.08FU_MT765624_reps,Diversisporales,NA,0.0,0
SH1182304.08FU_HF970246_reps,Diversisporales,Diversisporales,0.958,1
SH1177009.08FU_FR750151_refs,Diversisporales,Diversisporales,0.593,1
SH1175385.08FU_MN735739_reps,Diversisporales,NA,0.0,0
SH1182287.08FU_FR873630_refs,Diversisporales,Diversisporales,0.976,1
SH1175389.08FU_KY362430_reps,Diversisporales,NA,0.0,0
SH1181702.08FU_KP191469_reps,Diversisporales,Diversisporales,0.592,1
SH2588193.08FU_UDB0250567_reps,Diversisporales,NA,0.0,0
SH1181701.08FU_FM876792_refs,Diversisporales,NA,0.0,0
SH1175372.08FU_AM420365_reps,Diversisporales,NA,0.0,0
SH1175387.08FU_LN881566_reps,Diversisporales,NA,0.0,0
SH2589669.08FU_KM057063_reps,Diversisporales,Diversisporales,0.591,1
SH1171697.08FU_MT765496_reps,Gigasporales,Gigasporales,0.757,1
SH1142452.08FU_KP756515_reps,Gigasporales,Gigasporales,0.758,1
SH1171687.08FU_AF162463_reps,Gigasporales,Gigasporales,0.978,1
SH1171700.08FU_MT765695_reps,Gigasporales,Gigasporales,0.692,1
SH1171690.08FU_HF935020_reps,Gigasporales,Gigasporales,0.758,1
SH1171681.08FU_FN547565_refs,Gigasporales,Gigasporales,0.987,1
SH1171696.08FU_JF276259_reps,Gigasporales,Gigasporales,0.879,1
SH2588459.08FU_UDB0129676_reps,Archaeosporales,Archaeosporales,0.391,1
SH2588248.08FU_AJ515175_reps,Archaeosporales,Archaeosporales,0.619,1
SH1168461.08FU_UDB0601833_reps,Archaeosporales,Archaeosporales,0.515,1
SH1182503.08FU_FR750034_reps,Archaeosporales,Archaeosporales,0.434,1
SH1153874.08FU_KF939959_reps,Archaeosporales,Archaeosporales,0.452,1
SH1182502.08FU_GQ388702_reps,Archaeosporales,Archaeosporales,0.633,1
SH1168427.08FU_UDB0400414_reps,Archaeosporales,Archaeosporales,0.92,1
SH1174075.08FU_HF970271_reps,Archaeosporales,Archaeosporales,0.858,1
SH1174070.08FU_UDB072380_reps,Archaeosporales,Archaeosporales,0.893,1
SH1153871.08FU_UDB0492355_reps,Archaeosporales,Archaeosporales,0.438,1
SH1169598.08FU_AB048636_refs,Archaeosporales,Archaeosporales,0.906,1
SH1153870.08FU_AY174701_reps,Archaeosporales,Archaeosporales,0.619,1
SH1168422.08FU_AM420400_refs,Archaeosporales,Archaeosporales,0.411,1
SH1168432.08FU_LS479901_reps,Archaeosporales,Archaeosporales,0.912,1
SH1168424.08FU_JN581956_refs,Archaeosporales,Archaeosporales,0.755,1
SH1236624.08FU_UDB0195112_reps,Archaeosporales,Archaeosporales,0.31,1
SH2608703.08FU_UDB0584434_reps,Paraglomerales,NA,0.0,0
SH2588612.08FU_HM215639_reps,Paraglomerales,NA,0.0,0
SH1238428.08FU_KF849630_reps,Paraglomerales,Glomerales,0.494,0
SH3567364.08FU_MT765476_reps,Paraglomerales,NA,0.0,0
SH1148318.08FU_HM215636_reps,Paraglomerales,NA,0.0,0
SH3567343.08FU_MT765513_reps,Paraglomerales,NA,0.0,0
SH1151007.08FU_KP235696_reps,GS24,NA,0.0,0
SH1151008.08FU_UDB014833_reps,GS24,NA,0.0,0
SH1182563.08FU_UDB014749_reps,GS24,NA,0.0,0
SH1140892.08FU_JF960838_reps,Thelephorales,Thelephorales,0.714,1
SH1140975.08FU_LC035298_reps,Thelephorales,Thelephorales,0.834,1
SH1159499.08FU_UDB0216716_reps,Thelephorales,Thelephorales,0.922,1
SH1159663.08FU_UDB074678_reps,Thelephorales,Thelephorales,0.887,1
SH2598124.08FU_UDB0767877_reps,Thelephorales,Thelephorales,0.825,1
SH1190446.08FU_KX398703_reps,Thelephorales,Thelephorales,0.589,1
SH2618674.08FU_UDB0698571_reps,Thelephorales,Thelephorales,0.447,1
SH1159527.08FU_KX619551_reps,Thelephorales,Thelephorales,0.835,1
SH1140717.08FU_UDB007152_reps,Thelephorales,Thelephorales,0.799,1
SH1141059.08FU_JX625352_reps,Thelephorales,Thelephorales,0.884,1
SH1140508.08FU_AB634264_refs,Thelephorales,Thelephorales,0.623,1
SH1159497.08FU_JF960832_reps,Thelephorales,Thelephorales,0.559,1
SH1234281.08FU_MF162255_refs,Thelephorales,Thelephorales,0.921,1
SH1159493.08FU_UDB004384_reps,Thelephorales,Thelephorales,0.669,1
SH2603398.08FU_UDB0147425_reps,Thelephorales,Thelephorales,0.825,1
SH1140451.08FU_UDB003309_refs,Thelephorales,Thelephorales,0.942,1
SH2606939.08FU_UDB0154064_reps,Thelephorales,Thelephorales,0.648,1
SH1140702.08FU_KT200557_reps,Thelephorales,Thelephorales,0.836,1
SH1141025.08FU_KC791130_reps,Thelephorales,Thelephorales,0.813,1
SH1140668.08FU_UDB0767857_reps,Thelephorales,Thelephorales,0.823,1
SH1141157.08FU_UDB0500597_reps,Thelephorales,Thelephorales,0.0422,1
SH1142937.08FU_UDB0756772_reps,Thelephorales,Thelephorales,0.853,1
SH2605277.08FU_UDB0232035_reps,Thelephorales,Thelephorales,0.0432,1
SH1140558.08FU_KF225802_reps,Thelephorales,Thelephorales,0.752,1
SH1212482.08FU_UDB004752_reps,Thelephorales,Thelephorales,0.715,1
SH1143644.08FU_UDB019690_refs,Thelephorales,Thelephorales,0.693,1
SH1140653.08FU_UDB023366_reps,Thelephorales,Thelephorales,0.841,1
SH1159515.08FU_JQ393129_reps,Thelephorales,Thelephorales,0.876,1
SH1140615.08FU_UDB023362_reps,Thelephorales,Thelephorales,0.872,1
SH2607594.08FU_UDB0468542_reps,Thelephorales,Thelephorales,0.0419,1
SH2605147.08FU_UDB0100414_reps,Thelephorales,Thelephorales,0.0112,1
SH1237731.08FU_UDB004263_reps,Thelephorales,Thelephorales,0.63,1
SH1141024.08FU_EU726319_reps,Thelephorales,Thelephorales,0.852,1
SH1140620.08FU_UDB033252_reps,Thelephorales,Thelephorales,0.882,1
SH1140911.08FU_LC436085_reps,Thelephorales,Thelephorales,0.78,1
SH1141044.08FU_UDB0759278_reps,Thelephorales,Thelephorales,0.887,1
SH1159532.08FU_UDB016761_reps,Thelephorales,Thelephorales,0.835,1
SH1140464.08FU_UDB0335093_reps,Thelephorales,Thelephorales,0.939,1
SH2602393.08FU_UDB054408_reps,Thelephorales,Thelephorales,0.81,1
SH1212510.08FU_UDB0357285_reps,Thelephorales,Thelephorales,0.862,1
SH1140825.08FU_UDB008388_reps,Thelephorales,Thelephorales,0.688,1
SH1140468.08FU_UDB0171555_reps,Thelephorales,Thelephorales,0.94,1
SH1140484.08FU_UDB003342_refs,Thelephorales,Thelephorales,0.843,1
SH1140782.08FU_UDB0349804_reps,Thelephorales,Thelephorales,0.0215,1
SH1233042.08FU_UDB003336_refs,Thelephorales,Thelephorales,0.877,1
SH1212500.08FU_UDB016705_refs,Thelephorales,Thelephorales,0.868,1
SH1188271.08FU_FJ897222_reps,Thelephorales,Thelephorales,0.851,1
SH1159596.08FU_UDB078368_reps,Thelephorales,Thelephorales,0.889,1
SH1140476.08FU_UDB000267_refs,Thelephorales,Thelephorales,0.862,1
SH1212488.08FU_DQ388871_reps,Thelephorales,Thelephorales,0.785,1
SH1140852.08FU_KT800217_reps,Thelephorales,Thelephorales,0.819,1
SH1159421.08FU_UDB003324_refs,Thelephorales,Thelephorales,0.948,1
SH1140772.08FU_KF514708_reps,Thelephorales,Thelephorales,0.903,1
SH1140780.08FU_MN549503_reps,Thelephorales,Thelephorales,0.864,1
SH1140586.08FU_EF635797_reps,Thelephorales,Thelephorales,0.818,1
SH1140555.08FU_UDB0629634_reps,Thelephorales,Thelephorales,0.791,1
SH1140661.08FU_UDB004262_reps,Thelephorales,Thelephorales,0.609,1
SH1233723.08FU_MF611703_reps,Thelephorales,Thelephorales,0.0512,1
SH1140742.08FU_KJ769319_reps,Thelephorales,Thelephorales,0.864,1
SH1140857.08FU_KT032088_refs,Thelephorales,Thelephorales,0.821,1
SH1159689.08FU_UDB0208266_reps,Thelephorales,Thelephorales,0.89,1
SH1140832.08FU_JN129414_reps,Thelephorales,Thelephorales,0.62,1
SH1140859.08FU_AB971281_reps,Thelephorales,Thelephorales,0.726,1
SH1233050.08FU_UDB0642822_reps,Thelephorales,Thelephorales,0.713,1
SH1140452.08FU_UDB0180095_reps,Thelephorales,Thelephorales,0.946,1
SH1185295.08FU_UDB0470034_reps,Thelephorales,Thelephorales,0.831,1
SH1159563.08FU_MK310082_reps,Thelephorales,Thelephorales,0.853,1
SH1159469.08FU_UDB0272825_reps,Thelephorales,Thelephorales,0.939,1
SH1159525.08FU_UDB0138627_reps,Thelephorales,Thelephorales,0.935,1
SH1159581.08FU_UDB004603_reps,Thelephorales,Thelephorales,0.672,1
SH1212478.08FU_UDB000956_refs,Thelephorales,Thelephorales,0.885,1
SH1140708.08FU_UDB018546_refs,Thelephorales,Thelephorales,0.847,1
SH1140472.08FU_UDB016470_refs,Thelephorales,Thelephorales,0.943,1
SH1140794.08FU_FR852156_reps,Thelephorales,Thelephorales,0.868,1
SH1140679.08FU_AY667423_reps,Thelephorales,Thelephorales,0.816,1
SH1212412.08FU_LC271336_reps,Thelephorales,Thelephorales,0.763,1
SH1159528.08FU_MT528017_reps,Thelephorales,Thelephorales,0.892,1
SH1140621.08FU_UDB013202_reps,Thelephorales,Thelephorales,0.829,1
SH1230380.08FU_UDB011895_refs,Thelephorales,Thelephorales,0.527,1
SH1159455.08FU_UDB0777974_refs,Thelephorales,Thelephorales,0.87,1
SH1159451.08FU_LC482523_reps,Thelephorales,Thelephorales,0.336,1
SH1140709.08FU_GQ900539_reps,Thelephorales,Thelephorales,0.878,1
SH1140850.08FU_MG715410_reps,Thelephorales,Thelephorales,0.892,1
SH1159552.08FU_KJ209691_reps,Thelephorales,Thelephorales,0.794,1
SH1140590.08FU_JX474808_reps,Thelephorales,Thelephorales,0.886,1
SH1185288.08FU_UDB012458_reps,Thelephorales,Thelephorales,0.816,1
SH1238829.08FU_UDB016681_refs,Thelephorales,Thelephorales,0.722,1
SH1242311.08FU_MK049937_reps,Thelephorales,Thelephorales,0.0439,1
SH1237730.08FU_UDB004980_reps,Thelephorales,Thelephorales,0.756,1
SH1140520.08FU_JF520432_refs,Thelephorales,Thelephorales,0.729,1
SH1159479.08FU_UDB0355826_reps,Thelephorales,Thelephorales,0.885,1
SH1212902.08FU_UDB000294_refs,Thelephorales,Thelephorales,0.0432,1
SH1159424.08FU_UDB001655_refs,Thelephorales,Thelephorales,0.951,1
SH1190453.08FU_JX548271_reps,Thelephorales,Thelephorales,0.736,1
SH2603919.08FU_UDB0212894_reps,Thelephorales,Thelephorales,0.681,1
SH1159526.08FU_UDB018556_reps,Thelephorales,Thelephorales,0.842,1
SH1141053.08FU_KT224890_reps,Thelephorales,Thelephorales,0.813,1
SH1188270.08FU_UDB0250970_reps,Thelephorales,Thelephorales,0.829,1
SH1212496.08FU_UDB0173740_reps,Thelephorales,Thelephorales,0.914,1
SH1140797.08FU_HE820663_reps,Thelephorales,Thelephorales,0.8,1
SH2602903.08FU_UDB0683636_reps,Thelephorales,Thelephorales,0.783,1
SH1140579.08FU_FJ013083_reps,Thelephorales,Thelephorales,0.865,1
SH1140533.08FU_UDB026932_reps,Thelephorales,Thelephorales,0.937,1
SH1141183.08FU_AB218188_reps,Thelephorales,Thelephorales,0.881,1
SH1140560.08FU_U83483_refs,Thelephorales,Thelephorales,0.944,1
SH2606290.08FU_UDB0267837_reps,Thelephorales,Russulales,0.011,0
SH1145404.08FU_UDB000287_refs,Thelephorales,Thelephorales,0.0432,1
SH1159492.08FU_MF693840_reps,Thelephorales,Thelephorales,0.901,1
SH1156232.08FU_KM406978_reps,Thelephorales,Thelephorales,0.0468,1
SH1159703.08FU_UDB085186_reps,Thelephorales,Thelephorales,0.923,1
SH1140796.08FU_UDB076277_reps,Thelephorales,Thelephorales,0.944,1
SH1212903.08FU_UDB002295_refs,Thelephorales,Thelephorales,0.0432,1
SH1230379.08FU_EU834219_refs,Thelephorales,Thelephorales,0.0531,1
SH2595049.08FU_LC482603_reps,Thelephorales,Thelephorales,0.427,1
SH1159428.08FU_UDB0157968_reps,Thelephorales,Thelephorales,0.938,1
SH1140492.08FU_AY751562_refs,Thelephorales,Thelephorales,0.895,1
SH1140719.08FU_UDB0379892_reps,Thelephorales,Thelephorales,0.921,1
SH2599121.08FU_UDB0768328_reps,Thelephorales,Thelephorales,0.811,1
SH1159417.08FU_UDB016174_refs,Thelephorales,Thelephorales,0.951,1
SH1159433.08FU_UDB0166082_reps,Thelephorales,Thelephorales,0.916,1
SH1159577.08FU_KM576653_reps,Thelephorales,Thelephorales,0.878,1
SH1140798.08FU_EF411126_reps,Thelephorales,Thelephorales,0.83,1
SH1157511.08FU_DQ388815_reps,Thelephorales,Thelephorales,0.692,1
SH1159662.08FU_UDB003319_reps,Thelephorales,Thelephorales,0.795,1
SH1140987.08FU_LC367785_reps,Thelephorales,Thelephorales,0.807,1
SH1140809.08FU_KX398767_reps,Thelephorales,Thelephorales,0.829,1
SH1140645.08FU_GU220644_reps,Thelephorales,Thelephorales,0.898,1
SH1234277.08FU_UDB001617_refs,Thelephorales,Thelephorales,0.943,1
SH2606739.08FU_UDB0610953_reps,Thelephorales,Thelephorales,0.555,1
SH1140741.08FU_GU187873_reps,Thelephorales,Thelephorales,0.692,1
SH1140747.08FU_UDB0506529_reps,Thelephorales,Thelephorales,0.858,1
SH1159514.08FU_EF655698_reps,Thelephorales,Thelephorales,0.822,1
SH1140498.08FU_UDB016389_refs,Thelephorales,Thelephorales,0.92,1
SH1159512.08FU_AM087283_reps,Thelephorales,Thelephorales,0.837,1
SH1159437.08FU_KY245230_refs,Thelephorales,Thelephorales,0.95,1
SH1140746.08FU_AB972839_reps,Thelephorales,Thelephorales,0.86,1
SH1216300.08FU_KX814453_reps,Thelephorales,Thelephorales,0.718,1
SH1140565.08FU_UDB0532629_reps,Thelephorales,Thelephorales,0.909,1
SH1239110.08FU_EF411112_refs,Thelephorales,Thelephorales,0.0432,1
SH1140693.08FU_AM113444_reps,Thelephorales,Thelephorales,0.707,1
SH1159450.08FU_UDB0413379_reps,Thelephorales,Thelephorales,0.942,1
SH1140891.08FU_UDB082088_reps,Thelephorales,Thelephorales,0.891,1
SH1140549.08FU_HQ204732_refs,Thelephorales,Thelephorales,0.864,1
SH1140633.08FU_UDB0517341_reps,Thelephorales,Thelephorales,0.881,1
SH1159578.08FU_KT289944_reps,Thelephorales,Thelephorales,0.697,1
SH1140591.08FU_DQ974771_refs,Thelephorales,Thelephorales,0.884,1
SH1159536.08FU_EF644161_reps,Thelephorales,Thelephorales,0.0406,1
SH1159524.08FU_UDB0556618_reps,Thelephorales,Thelephorales,0.897,1
SH1140972.08FU_UDB014485_reps,Thelephorales,Thelephorales,0.692,1
SH1140666.08FU_KF779449_reps,Thelephorales,Thelephorales,0.85,1
SH1140470.08FU_KT334694_refs,Thelephorales,Thelephorales,0.906,1
SH1140834.08FU_KM247759_reps,Thelephorales,Thelephorales,0.81,1
SH1159430.08FU_JX990026_reps,Thelephorales,Thelephorales,0.929,1
SH1230086.08FU_UDB0413812_reps,Thelephorales,Thelephorales,0.893,1
SH1140518.08FU_UDB003337_refs,Thelephorales,Thelephorales,0.634,1
SH1140660.08FU_UDB0438441_reps,Thelephorales,Thelephorales,0.944,1
SH1187096.08FU_UDB036881_reps,Thelephorales,Thelephorales,0.0468,1
SH2598292.08FU_UDB0620585_reps,Thelephorales,Thelephorales,0.595,1
SH1140696.08FU_LC367944_reps,Thelephorales,Thelephorales,0.849,1
SH1140541.08FU_UDB003311_refs,Thelephorales,Thelephorales,0.885,1
SH1159560.08FU_UDB0234165_reps,Thelephorales,Thelephorales,0.891,1
SH1140545.08FU_EU625829_refs,Thelephorales,Thelephorales,0.8,1
SH1140571.08FU_AB587785_refs,Thelephorales,Thelephorales,0.816,1
SH2614875.08FU_UDB0733883_reps,Thelephorales,Thelephorales,0.875,1
SH1156976.08FU_LC367913_reps,Thelephorales,Thelephorales,0.749,1
SH1213122.08FU_UDB000285_refs,Thelephorales,Thelephorales,0.0432,1
SH1159488.08FU_KT224903_reps,Thelephorales,Thelephorales,0.79,1
SH1140672.08FU_GU184079_reps,Thelephorales,Thelephorales,0.843,1
SH1140609.08FU_UDB0331577_reps,Thelephorales,Thelephorales,0.784,1
SH1140616.08FU_UDB013796_refs,Thelephorales,Thelephorales,0.843,1
SH1140663.08FU_UDB004953_refs,Thelephorales,Thelephorales,0.854,1
SH1212494.08FU_GQ240907_reps,Thelephorales,Thelephorales,0.879,1
SH1159590.08FU_UDB0628984_reps,Thelephorales,Thelephorales,0.813,1
SH1140811.08FU_GU220610_reps,Thelephorales,Thelephorales,0.882,1
SH1228314.08FU_EU846302_reps,Gomphales,Gomphales,0.0835,1
SH3566367.08FU_MT055936_reps,Gomphales,Gomphales,0.0124,1
SH3568382.08FU_MT055919_reps,Gomphales,NA,0.0,0
SH1171820.08FU_KY559349_reps,Gomphales,Gomphales,0.0798,1
SH1182445.08FU_KU973835_reps,Gomphales,Gomphales,0.26,1
SH1169655.08FU_KY626159_refs,Gomphales,Gomphales,0.0835,1
SH2609675.08FU_UDB0238831_reps,Gomphales,NA,0.0,0
SH1232634.08FU_UDB034432_reps,Gomphales,Gomphales,0.0835,1
SH1212636.08FU_KY462308_reps,Gomphales,Gomphales,0.0835,1
SH1212981.08FU_FJ596797_reps,Gomphales,Gomphales,0.0835,1
SH1156984.08FU_KR673634_reps,Gomphales,Gomphales,0.0835,1
SH1235690.08FU_KP658120_reps,Gomphales,Gomphales,0.0835,1
SH1169665.08FU_MH216039_reps,Gomphales,Gomphales,0.0835,1
SH1232626.08FU_EU837238_reps,Gomphales,Gomphales,0.0835,1
SH1169365.08FU_MF564301_reps,Gomphales,Gomphales,0.0835,1
SH1184688.08FU_MH860839_refs,Gomphales,Gomphales,0.577,1
SH1190809.08FU_KY626142_refs,Gomphales,Gomphales,0.0835,1
SH1184691.08FU_MF288925_reps,Gomphales,Gomphales,0.0835,1
SH1148745.08FU_EU837231_reps,Gomphales,Gomphales,0.181,1
SH1171819.08FU_KU870451_reps,Gomphales,Gomphales,0.0405,1
SH1228404.08FU_KP658154_reps,Gomphales,Gomphales,0.201,1
SH1184690.08FU_KT307860_reps,Gomphales,Gomphales,0.536,1
SH1182338.08FU_MH304402_reps,Gomphales,Gomphales,0.0835,1
SH1232697.08FU_KY626153_reps,Gomphales,Gomphales,0.0835,1
SH1151032.08FU_UDB0133685_reps,Gomphales,Gomphales,0.0769,1
SH1228396.08FU_KY626148_reps,Gomphales,Gomphales,0.0835,1
SH3566762.08FU_MK705849_reps,Gomphales,NA,0.0,0
SH3568623.08FU_MT580793_reps,Gomphales,NA,0.0,0
SH1228311.08FU_EU669377_reps,Gomphales,Gomphales,0.0835,1
SH1235691.08FU_UDB034438_reps,Gomphales,Gomphales,0.0835,1
SH1189030.08FU_MT366694_reps,Gomphales,Gomphales,0.0569,1
SH1228407.08FU_MK493046_reps,Gomphales,Gomphales,0.339,1
SH1228206.08FU_EU697271_reps,Gomphales,Gomphales,0.0835,1
SH1184693.08FU_EU644709_reps,Gomphales,Gomphales,0.0797,1
SH1191450.08FU_AF442138_reps,Gomphales,Gomphales,0.0569,1
SH1155025.08FU_MK169343_reps,Gomphales,Gomphales,0.0835,1
SH1228399.08FU_KY626146_refs,Gomphales,Gomphales,0.089,1
SH1148710.08FU_AF377066_refs,Gomphales,Gomphales,0.367,1
SH1153657.08FU_UDB0346291_reps,Gomphales,Gomphales,0.0835,1
SH1190397.08FU_KY861532_reps,Hygrophoraceae,Hygrophoraceae,0.621,1
SH1175410.08FU_KX772666_reps,Hygrophoraceae,Hygrophoraceae,0.886,1
SH1148073.08FU_UDB066165_reps,Hygrophoraceae,Hygrophoraceae,0.656,1
SH2614078.08FU_UDB0443304_reps,Hygrophoraceae,Hygrophoraceae,0.018,1
SH2591714.08FU_MK737049_reps,Hygrophoraceae,Hygrophoraceae,0.702,1
SH2589209.08FU_KJ780452_reps,Hygrophoraceae,Hygrophoraceae,0.71,1
SH1183546.08FU_KJ780675_reps,Hygrophoraceae,Hygrophoraceae,0.838,1
SH1236826.08FU_MK607491_reps,Hygrophoraceae,Hygrophoraceae,0.0907,1
SH1175414.08FU_KJ780520_reps,Hygrophoraceae,Hygrophoraceae,0.894,1
SH1173918.08FU_UDB0576748_reps,Hygrophoraceae,Hygrophoraceae,0.0654,1
SH1175421.08FU_KX772442_reps,Hygrophoraceae,Hygrophoraceae,0.836,1
SH1181058.08FU_KP889772_reps,Hygrophoraceae,Hygrophoraceae,0.0907,1
SH1146926.08FU_HM020683_reps,Hygrophoraceae,Hygrophoraceae,0.0871,1
SH1217428.08FU_DQ420703_reps,Hygrophoraceae,Hygrophoraceae,0.0907,1
